Sample Id,Description,Original Subject id,Body site,Phase,CC_8_8,CC_239_239,CC_1_1,CC_5_5,CC_8_8 2,CC_5_5 2,MLST_93,CC_5_5 3,CC_59_59,CC_30_36,CC_8_72,CC_8_8 3,CC_151_151,CC_8_254,CC_398_398,CC_30_30,CC_75_1850,CC_5_5 4,CC_133_133,CC_1021,CC_121,CC_123,CC_130,CC_15,CC_20,CC_2198,CC_22,CC_2361,CC_291,CC_425,CC_45,CC_49,CC_50,CC_522,CC_700,CC_779,CC_78,CC_80,CC_97,CC_9,Subject Id
SRS016541,Human Supragingival plaque microbiome from visit number 1 of subject 159753524,159753524,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRS016501,Human Tongue dorsum microbiome from visit number 1 of subject 159753524 replicate 1,159753524,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.481753808,0,0,0.025786745,0,0.246229724,0,0.045754628,0,0.200475096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRS077736,Human Tongue dorsum microbiome from visit number 3 of subject 159753524,159753524,tongue dorsum,I,0,0,0,0.222294467,0,0,0,0,0,0.470788717,0,0,0.116683559,0,0.155552581,0,0.005536326,0,0,0,0.012535373,0,0,0,0,0.016608977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRS016529,Human Tongue dorsum microbiome from visit number 1 of subject 159753524 replicate 2,159753524,tongue dorsum,I,0,0,0,0.379147813,0,0,0,0,0,0.197021116,0,0,0,0,0.394042232,0,0.029788839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRS050557,Human Retroauricular crease microbiome from visit number 1 of subject 159753524,159753524,right retroauricular crease,II,0,0,0,0,0,0,0,0,0,0.792040493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148923047,0,0.059036461,0,0,0,0,0,0,0,0,0,32
SRS077753,Human Stool microbiome from visit number 1 of subject 159753524,159753524,stool,II,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRS077744,Human Retroauricular crease microbiome from visit number 1 of subject 159753524,159753524,left_retroauricular crease,II,0,0,0,0,0,0,0.103175851,0,0,0,0,0,0,0,0,0,0,0,0.177039055,0,0,0,0,0,0,0,0,0,0,0,0.713862076,0,0,0,0.005923018,0,0,0,0,0,32
SRS045528,Human Stool microbiome from visit number 1 of subject 159753524,159753524,stool,II,0,0,0,0,0,0,0,0,0,0.925110132,0,0.074889868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
SRS077745,Human Retroauricular crease microbiome from visit number 1 of subject 159753524,159753524,right retroauricular crease,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859960153,0,0,0.037735486,0,0,0,0,0,0,0,0,0,0.044838249,0.020672043,0.036794069,0,0,0,0,0,0,0,0,0,32
SRS043610,Human Retroauricular crease microbiome from visit number 1 of subject 159753524,159753524,left_retroauricular crease,II,0,0,0,0,0,0,0.030190212,0,0,0,0,0,0.054333959,0,0,0,0,0,0.257789904,0,0.084658468,0,0,0,0,0,0.143250879,0.122525786,0,0,0.219653209,0,0,0,0.087597583,0,0,0,0,0,32
SRS017244,Human Anterior nares microbiome from visit number 1 of subject 159814214,159814214,anterior nares,I,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0,33
SRS047225,Human Anterior nares microbiome from visit number 2 of subject 159814214,159814214,anterior nares,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,33
SRS017215,Human Buccal mucosa microbiome from visit number 1 of subject 159814214,159814214,buccal mucosa,I,0.967818232,0,0,0,0,0,0,0,0,0,0,0,0.025108944,0,0,0,0.007072824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
SRS017227,Human Supragingival plaque microbiome from visit number 1 of subject 159814214,159814214,supragingival plaque,I,0.625,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,33
SRS017209,Human Tongue dorsum microbiome from visit number 1 of subject 159814214,159814214,tongue dorsum,I,0.569591896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097415996,0.065898566,0.011488167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255605376,0,33
SRS050669,Human Tongue dorsum microbiome from visit number 2 of subject 159814214,159814214,tongue dorsum,I,0.137274563,0,0,0.103916279,0,0,0,0,0,0.446142331,0,0,0,0,0.223071165,0,0.089595661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
SRS016581,Human Anterior nares microbiome from visit number 1 of subject 159915365,159915365,anterior nares,I,0,0,0,0,0,0,0.002590782,0,0.012341722,0,0,0.000638058,0.012188798,0,0.041241401,0,0,0,0.012374483,0.010170349,0.008581482,0,0,0,0.005603353,0,0.021624383,0,0.045278476,0.013201527,0.800065528,0.01191876,0,0.002180897,0,0,0,0,0,0,34
SRS016569,Human Tongue dorsum microbiome from visit number 1 of subject 159915365,159915365,tongue dorsum,I,0.144210405,0,0,0,0,0,0,0,0,0.791097077,0,0,0,0,0,0,0.01617313,0,0,0,0,0,0,0,0,0.048519389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
SRS054569,Human Buccal mucosa microbiome from visit number 2 of subject 160158126,160158126,buccal mucosa,I,0,0,0,0.9375,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS018149,Human Buccal mucosa microbiome from visit number 1 of subject 160158126,160158126,buccal mucosa,I,0.85958871,0,0,0,0,0,0,0.121856539,0,0,0.004731624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013823127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS047634,Human Supragingival plaque microbiome from visit number 2 of subject 160158126,160158126,supragingival plaque,I,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS018369,Human Anterior nares microbiome from visit number 1 of subject 160178356,160178356,anterior nares,I,0,0,0,0,0,0,0,0,0.000490965,0.696890126,0,0,0,0,0,0.298172516,0,0,0.000105538,0.003603976,0,0,0,0,0,0,0,0,0,0,0,0.000736878,0,0,0,0,0,0,0,0,35
SRS018359,Human Buccal mucosa microbiome from visit number 1 of subject 160178356,160178356,buccal mucosa,I,0.857142857,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS018394,Human Supragingival plaque microbiome from visit number 1 of subject 160178356,160178356,supragingival plaque,I,0.959183673,0,0,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS044472,Human Buccal mucosa microbiome from visit number 1 of subject 160178356,160178356,buccal mucosa,II,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS042959,Human Nares microbiome from visit number 1 of subject 160178356,160178356,anterior nares,II,0,0,0,0,0,0,0,0,0,0.394568587,0,0,0.010539771,0,0,0,0,0,0,0.00354477,0,0,0,0.124470428,0,0.000395443,0,0.00944715,0,0,0,0,0,0,0,0,0,0,0.457033851,0,35
SRS075096,Human Nares microbiome from visit number 1 of subject 160178356,160178356,anterior nares,II,0,0,0,0,0,0,0,0,0,0,0,0,0.000161953,0,0.0000315,0,0,0,0,0,0,0.002843746,0,0.012320721,0,0.001089333,0,0,0,0,0.001629904,0.000219902,0.000352543,0,0,0,0,0,0.966809203,0.01454123,35
SRS075086,Human Buccal mucosa microbiome from visit number 1 of subject 160178356,160178356,buccal mucosa,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS075092,Human Retroauricular crease microbiome from visit number 1 of subject 160178356,160178356,left_retroauricular crease,II,0,0,0,0,0,0,0,0,0,0.001897477,0,0,0.009910638,0,0,0,0,0,0.005694033,0,0,0,0,0,0,0,0.01840065,0,0,0,0.00511172,0,0.003970401,0,0,0,0,0,0.955015082,0,35
SRS075093,Human Retroauricular crease microbiome from visit number 1 of subject 160178356,160178356,right retroauricular crease,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01755394,0,0,0,0.010316632,0,0,0,0,0.043244814,0,0,0,0,0,0,0.006838929,0,0,0,0.007138572,0,0.00242763,0,0.912479483,0,35
SRS056699,Human Retroauricular crease microbiome from visit number 1 of subject 160178356,160178356,left_retroauricular crease,II,0,0,0,0,0,0.76923809,0,0,0,0,0,0,0.000788599,0,0,0,0,0,0,0,0.008319787,0,0,0,0,0,0,0,0,0,0.157755412,0,0,0,0.063898112,0,0,0,0,0,35
SRS075084,Human Tongue dorsum microbiome from visit number 1 of subject 160178356,160178356,tongue dorsum,II,0.292672351,0,0,0,0,0,0,0,0,0.13368984,0,0,0,0,0.144385027,0,0.058011841,0,0,0,0,0,0,0,0.371240941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
SRS018443,Human Buccal mucosa microbiome from visit number 1 of subject 160218816,160218816,buccal mucosa,I,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
SRS017441,Human Buccal mucosa microbiome from visit number 1 of subject 160319967,160319967,buccal mucosa,I,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SRS017445,Human Supragingival plaque microbiome from visit number 1 of subject 160319967,160319967,supragingival plaque,I,0.922033898,0,0,0.077966102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SRS017439,Human Tongue dorsum microbiome from visit number 1 of subject 160319967,160319967,tongue dorsum,I,0.860263804,0,0,0,0,0,0,0,0.032185285,0,0,0,0.004229972,0,0.066400469,0,0.007112969,0,0,0.003059041,0,0,0,0,0,0,0,0,0,0,0.02674846,0,0,0,0,0,0,0,0,0,37
SRS078671,Human Tongue dorsum microbiome from visit number 1 of subject 160319967,160319967,tongue dorsum,II,0,0,0,0,0,0,0,0,0,0.252824038,0,0,0.089875983,0,0.163139132,0,0.061886473,0,0.318631118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106705407,0.006937849,0,0,37
SRS078683,Human Nares microbiome from visit number 1 of subject 160319967,160319967,anterior nares,II,0.418848168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481675393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09947644,37
SRS078679,Human Retroauricular crease microbiome from visit number 1 of subject 160319967,160319967,left_retroauricular crease,II,0,0,0,0,0,0,0.232342071,0,0,0,0,0,0,0,0,0.341918664,0,0,0,0,0,0,0,0,0,0,0,0.028083278,0,0.234755355,0.162900633,0,0,0,0,0,0,0,0,0,37
SRS058646,Human Retroauricular crease microbiome from visit number 1 of subject 160319967,160319967,left_retroauricular crease,II,0,0,0,0,0,0,0.11047961,0,0,0,0,0,0,0,0,0,0.133374558,0,0.213570621,0,0.019645324,0,0,0,0,0,0,0.307441973,0,0,0.133738644,0,0,0,0.081749271,0,0,0,0,0,37
SRS042983,Human Nares microbiome from visit number 1 of subject 160319967,160319967,anterior nares,II,0,0,0,0,0,0,0,0,0,0,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,37
SRS045605,Human Retroauricular crease microbiome from visit number 1 of subject 160319967,160319967,right retroauricular crease,II,0,0,0,0,0,0,0.12013787,0,0,0,0,0,0.047439052,0,0,0.277730518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140548512,0,0.060984596,0,0.043803513,0.30935594,0,0,0,0,37
SRS018312,Human Anterior nares microbiome from visit number 1 of subject 160380657,160380657,anterior nares,I,0,0,0,0,0,0,0,0,0,0.989698928,0,0,0,0,0,0,0.00288374,0,0,0,0,0,0,0.003598791,0,0,0.00381854,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SRS018329,Human Buccal mucosa microbiome from visit number 1 of subject 160380657,160380657,buccal mucosa,I,0,0,0,0,0.591397849,0,0,0,0.320430108,0.088172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SRS018337,Human Supragingival plaque microbiome from visit number 1 of subject 160380657,160380657,supragingival plaque,I,0.902303415,0,0,0.004765687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092930898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SRS053578,Human Retroauricular crease microbiome from visit number 1 of subject 160380657,160380657,left_retroauricular crease,II,0,0,0,0,0,0,0.010644411,0,0,0.901160184,0,0,0.00592599,0,0,0,0,0,0,0,0.012284525,0,0,0,0,0,0,0,0,0.015083874,0.02875424,0,0.00253399,0,0.023612787,0,0,0,0,0,37
SRS074982,Human Nares microbiome from visit number 1 of subject 160380657,160380657,anterior nares,II,0,0.001753624,0,0,0,0,0.000212358,0,0.00012104,0.721752586,0,0,0,0,0.001614819,0.266467681,0.000395612,0.000440223,0,0.000591089,0.0000428,0.000164795,0,0,0,0.000716754,0,0.000270611,0.001824938,0.000507266,0.001204555,0.000586917,0.00060207,0,0,0.000562817,0,0,0.000167445,0,37
SRS058456,Human Nares microbiome from visit number 1 of subject 160380657,160380657,anterior nares,II,0,0,0,0,0,0,0,0,0.000279445,0.98009414,0,0,0,0,0.004368162,0,0.000408779,0,0.000981645,0,0,0.002184919,0,0,0,0.000651739,0.002008187,0,0.005103497,0,0.002146548,0.000375954,0.000451401,0.00078071,0,0,0,0,0.000164874,0,37
SRS020220,Human Tongue dorsum microbiome from visit number 1 of subject 160400887,160400887,tongue dorsum,I,0,0,0,0,0,0,0,0,0,0.784313725,0,0,0,0,0.196078431,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
SRS056712,Human Nares microbiome from visit number 1 of subject 160421117,160421117,anterior nares,II,0,0,0,0,0,0,0,0,0,0,0.798627002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201372998,0,0,0,0,0,0,0,0,0,0,38
SRS054807,Human Tongue dorsum microbiome from visit number 1 of subject 160421117,160421117,tongue dorsum,II,0,0,0,0.137293053,0,0,0,0,0,0.141689884,0.228086154,0,0.036758601,0,0.047617987,0,0.044293148,0,0.364261173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
SRS017537,Human Buccal mucosa microbiome from visit number 1 of subject 160502038,160502038,buccal mucosa,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
SRS017533,Human Tongue dorsum microbiome from visit number 1 of subject 160502038,160502038,tongue dorsum,I,0.971660275,0,0,0,0,0,0,0,0,0,0,0,0.017805628,0,0,0,0.006554528,0,0,0,0,0.003979569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
SRS102820,Human Nares microbiome from visit number 1 of subject 160502038,160502038,anterior nares,II,0,0,0,0,0,0,0.108376832,0,0,0,0,0,0,0,0,0.162071464,0,0,0.139184288,0,0,0,0,0,0,0,0,0.010209425,0,0,0.061346593,0,0,0,0.03838475,0.480426648,0,0,0,0,39
SRS102816,Human Retroauricular crease microbiome from visit number 1 of subject 160502038,160502038,left_retroauricular crease,II,0,0,0,0,0,0,0.195952918,0,0,0,0,0,0.04649073,0,0,0.244303151,0,0,0.03394863,0,0.106154761,0,0,0,0,0,0,0,0,0.131202615,0.180218601,0,0,0,0.061728595,0,0,0,0,0,39
SRS017517,Human Nares microbiome from visit number 1 of subject 160502038,160502038,anterior nares,II,0.703088179,0,0,0,0,0,0,0,0,0.169281863,0,0,0.103535985,0,0,0,0,0,0,0,0,0,0,0,0,0.024093974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
SRS102817,Human Retroauricular crease microbiome from visit number 1 of subject 160502038,160502038,right retroauricular crease,II,0,0,0,0,0,0,0.297472427,0,0,0,0,0,0.036248991,0,0,0.229155365,0,0,0.017877724,0,0.036549789,0,0,0,0,0,0,0.025349944,0,0.01165726,0.196888717,0,0.121690931,0,0.027108852,0,0,0,0,0,39
SRS057559,Human Retroauricular crease microbiome from visit number 1 of subject 160502038,160502038,left_retroauricular crease,II,0,0,0,0,0,0,0.279301065,0,0,0,0,0,0.047221658,0,0,0.162822747,0,0,0,0,0.085128747,0,0,0,0,0,0,0,0,0,0.222830124,0,0.021931951,0,0.180763708,0,0,0,0,0,39
SRS017687,Human Buccal mucosa microbiome from visit number 1 of subject 160582958,160582958,buccal mucosa,I,0.995240613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004759387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SRS017691,Human Supragingival plaque microbiome from visit number 1 of subject 160582958,160582958,supragingival plaque,I,0.861111111,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SRS145503,Human Tongue dorsum microbiome from visit number 1 of subject 160582958,160582958,tongue dorsum,II,0.336060536,0,0,0,0,0.098531772,0,0,0,0.32489921,0,0,0,0,0.172002237,0,0.068506244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SRS145515,Human Nares microbiome from visit number 1 of subject 160582958,160582958,anterior nares,II,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SRS047134,Human Retroauricular crease microbiome from visit number 1 of subject 160582958,160582958,right retroauricular crease,II,0,0,0,0,0,0,0.255958347,0,0,0,0,0,0.021377204,0,0,0,0,0,0.034691225,0,0,0,0,0.558522859,0,0,0,0,0,0,0.098114618,0,0,0,0.031335746,0,0,0,0,0,40
SRS017810,Human Buccal mucosa microbiome from visit number 1 of subject 160603188,160603188,buccal mucosa,I,0.952380952,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
SRS017849,Human Retroauricular crease microbiome from visit number 1 of subject 160603188 replicate 2,160603188,left retroauricular crease,I,0,0,0,0,0,0,0,0,0,0,0.453101837,0,0.100978436,0,0,0,0,0,0.061986507,0,0,0,0,0,0,0,0,0,0,0,0.201438693,0,0,0,0,0.182494527,0,0,0,0,41
SRS017851,Human Retroauricular crease microbiome from visit number 1 of subject 160603188 replicate 1,160603188,right retroauricular crease,I,0,0,0,0,0,0.328845503,0.092323398,0,0,0,0,0,0.04127867,0,0,0,0,0,0.2934893,0,0.040201685,0,0,0,0,0,0,0,0,0,0.089158057,0,0,0,0.114703387,0,0,0,0,0,41
SRS049547,Human Retroauricular crease microbiome from visit number 1 of subject 160603188,160603188,left_retroauricular crease,II,0,0,0,0,0,0,0.043282826,0,0,0,0.432853162,0,0,0,0,0,0,0,0.047557104,0,0,0,0,0,0,0,0.179941993,0,0,0,0.239831381,0,0,0,0.056533534,0,0,0,0,0,41
SRS075355,Human Retroauricular crease microbiome from visit number 1 of subject 160603188,160603188,left_retroauricular crease,II,0,0,0,0,0,0,0.033035024,0,0,0,0,0,0,0,0,0,0,0,0.029989109,0,0,0,0,0.722469219,0,0,0,0,0,0,0.214506648,0,0,0,0,0,0,0,0,0,41
SRS075356,Human Retroauricular crease microbiome from visit number 1 of subject 160603188,160603188,right retroauricular crease,II,0,0,0,0,0,0.109151787,0.069078414,0,0,0,0,0,0,0,0,0,0,0,0.330492354,0,0.04154527,0,0,0,0,0,0,0,0.094088667,0,0.146157349,0,0,0,0.209486158,0,0,0,0,0,41
SRS046035,Human Nares microbiome from visit number 1 of subject 160603188,160603188,anterior nares,II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
SRS019986,Human Anterior nares microbiome from visit number 1 of subject 160643649,160643649,anterior nares,I,0,0.175920824,0.198955463,0,0,0,0.0493684,0,0,0,0.061562801,0,0.148244524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10856997,0,0.213032354,0,0.044345664,0,0,0,0,0,42
SRS019976,Human Buccal mucosa microbiome from visit number 1 of subject 160643649,160643649,buccal mucosa,I,0,0,0,0,0,0,0,0,0,0.08988764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
SRS019989,Human Posterior fornix microbiome from visit number 1 of subject 160643649,160643649,palatine tonsils,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
SRS019980,Human Supragingival plaque microbiome from visit number 1 of subject 160643649,160643649,supragingival plaque,I,0.53372434,0,0,0.041055718,0,0,0,0,0,0.117302053,0,0,0,0,0,0,0,0,0,0.205278592,0,0,0.102639296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
SRS019974,Human Tongue dorsum microbiome from visit number 1 of subject 160643649,160643649,tongue dorsum,I,0.98807808,0.000790486,0,0,0,0,0.000705589,0,0.000600498,0,0,0,0,0.003121054,0.001696393,0.001384892,0.000360098,0,0,0,0,0.001467282,0,0,0.000136228,0.00057885,0,0,0,0,0.000318515,0,0,0,0,0,0,0,0,0.000762036,42
SRS020386,Human Anterior nares microbiome from visit number 1 of subject 160704339,160704339,anterior nares,I,0,0,0,0,0,0,0.024044137,0,0.193890366,0,0.057713934,0,0.02510477,0,0.001930462,0,0.001177552,0,0.010484651,0.033617188,0.015127484,0.032525245,0,0.005301171,0.041868117,0.00027894,0.026894182,0.001098225,0,0.012044806,0.005266587,0.149305637,0.128129439,0.023492586,0,0.048630486,0.036730212,0.024464299,0.017628881,0.083250643,43
SRS020336,Human Buccal mucosa microbiome from visit number 1 of subject 160704339,160704339,buccal mucosa,I,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
SRS020340,Human Supragingival plaque microbiome from visit number 1 of subject 160704339,160704339,supragingival plaque,I,0,0,0,0,0,0,0,0,0,0.995024876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
SRS020868,Human Anterior nares microbiome from visit number 1 of subject 160765029,160765029,anterior nares,I,0,0,0.252680119,0,0,0,0.003693778,0.051713172,0,0,0.18324342,0,0,0,0,0,0,0.012312908,0,0,0,0,0,0.05377951,0.134231964,0.001401841,0.006906322,0,0,0,0.0015864,0,0,0.002654762,0,0,0.057336712,0.071009806,0.084557838,0.082891447,44
SRS020869,Human Stool microbiome from visit number 1 of subject 160765029,160765029,stool,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
SRS020862,Human Supragingival plaque microbiome from visit number 1 of subject 160765029,160765029,supragingival plaque,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
SRS020856,Human Tongue dorsum microbiome from visit number 1 of subject 160765029,160765029,tongue dorsum,I,0.573414074,0,0,0,0,0,0,0,0,0.156208114,0,0,0,0,0.056833227,0,0.024007028,0,0,0,0,0,0,0,0.004801406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184736151,44
SRS020571,Human Tongue dorsum microbiome from visit number 1 of subject 160906640,160906640,tongue dorsum,II,0,0,0,0,0,0,0,0,0,0.717948718,0,0,0,0,0.179487179,0,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
SRS020628,Human Tongue dorsum microbiome from visit number 1 of subject 160947100,160947100,tongue dorsum,II,0,0,0,0,0,0,0.085186614,0,0,0.164091357,0.252140378,0,0.052386768,0,0,0,0.02596092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168093585,0,0,0,0,0.252140378,46
SRS142791,Human Buccal mucosa microbiome from visit number 1 of subject 234447334,234447334,buccal mucosa,II,0,0,0,0,0,0,0,0,0,0.068495132,0,0,0,0,0.029355056,0,0.007808734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894341078,0,47
SRS023358,Human Supragingival plaque microbiome from visit number 1 of subject 246515023,246515023,supragingival plaque,I,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
SRS045715,Human Tongue dorsum microbiome from visit number 2 of subject 246515023,246515023,tongue dorsum,I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
SRS140653,Human Buccal mucosa microbiome from visit number 1 of subject 246515023,246515023,buccal mucosa,II,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
SRS064014,Human Tongue dorsum microbiome from visit number 1 of subject 295137534,295137534,tongue dorsum,II,0.024612116,0,0,0,0,0.139672064,0,0,0,0.170917474,0,0,0.04949544,0,0,0,0.056614647,0,0.558688258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
SRS052668,Human Buccal mucosa microbiome from visit number 2 of subject 370425937,370425937,buccal mucosa,I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
SRS077216,Human Tongue dorsum microbiome from visit number 1 of subject 375450439,375450439,tongue dorsum,II,0,0,0,0,0,0,0,0,0.344104071,0,0,0,0,0,0.581304253,0,0.074591676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
